,favorite_count,full_text,hashtags,retweet_count,year,party_id
68121,0,b'Speaking live at 10 about my #VeteransResourceFair &amp; what #NDAA does to help protect our soldiers &amp; veterans http://t.co/uTYcUcs8yk',VeteransResourceFair NDAA,2,2015.0,R
564284,146,b'Americans are ready for the #USMCA to be finalized. It\xe2\x80\x99s time to bring the USMCA to the House floor for the American people. https://t.co/nvckarJ1ZV',USMCA,43,2019.0,R
476605,0,b'Met w/ the MI Promotional Products Association today to talk about keeping workers safe and employed in the US #MI08 http://t.co/o88NuJUSYv',MI08,0,2015.0,R
181337,13,"b'Prevent the spread of #COVID19. @CDCgov recommends:\n\n\xf0\x9f\xa4\x92 Avoid contact w/people who are sick\n\xf0\x9f\x98\x91 Avoid touching eyes, nose, &amp; mouth\n\xf0\x9f\x8f\xa0 Stay home when you are sick\n\xf0\x9f\xa4\xa7 Cover your cough or sneeze w/ a tissue, then throw tissue in the trash \n\nGet more info now: https://t.co/HGtXPpgtMY'",COVID19,11,2020.0,D
30130,38,"b'Once the legislation to help the kids is passed, we will continue our oversight to hold people accountable for using the funds as intended. Then we move to more medium- and long-term changes to our broken immigration system. #utpol'",utpol,2,2019.0,D
435699,762,b'Research is critical to making good policy. Cutting #gunviolence research does not make us smarter or safer. https://t.co/MKIhg0TM42',gunviolence,491,2017.0,D
65863,27,"b'Hey @RepThomasMassie , I am expecting a good discussion on #Omnibus here: https://t.co/Ah5p6XrJ4x \xe2\x80\xa6 Come join us. #StopCISA #protectprivacy'",Omnibus StopCISA protectprivacy,22,2015.0,R
168260,2,b'It is irresponsible to leave the next #SCOTUS appointment for 2017.   https://t.co/o0GNzkrTL2',SCOTUS,2,2016.0,D
227813,2,b'I\xe2\x80\x99m joining @VickiMcKenna to discuss the latest on #coronavirus. Tune in to @1310WIBA and @newstalk1130 now!',coronavirus,2,2020.0,R
151290,7,b'Congratulations to Ipswich Middle-High School for being a US Dept. of Education Green Ribbon School @EDGreenRibbon #EDGRS2019',EDGRS2019,2,2019.0,D
333061,1,"b'Our guest for #SOTU is Ted Offutt, w/ Marion Co Day Report Center &amp; leader in fight against the drug epidemic. Happy to highlight his work.'",SOTU,0,2016.0,R
148886,0,"b""ICYMI, my opening remarks at this morning's @usgsa #smallbiz forum: http://t.co/wTWgQOGl6L #Indy #jobs""",smallbiz Indy jobs,2,2014.0,D
227780,22,"b'I want to wish a Happy #LunarNewYear as millions of Asian Americans &amp; Pacific Islanders join with communities around the world to mark a new season of renewal and joy. As we mark this occasion, may we recognize the vitality and strength that they have brought to our nation.'",LunarNewYear,4,2020.0,D
279051,5,"b'We are fighting #COVID19 alongside countries throughout the world \xe2\x80\x93 we must work together to end this pandemic. @WHO plays a crucial role in coordinating this fight, and @realDonaldTrump\xe2\x80\x99s decision to halt funding for it risks American lives. It\xe2\x80\x99s short-sighted and dangerous! https://t.co/Mh1tHWQLaE'",COVID19,2,2020.0,D
238431,4,b'Did you know the South Florida Water Management Python Elimination Program has eliminated over 150+ Pythons? Follow #TheHunt for the Python',TheHunt,0,2017.0,R
62342,406,"b'Today, we stand together in remembrance of the fallen, and show a profound gratitude for the men and women who selflessly answered the call to defend our country. #NeverForget #NeverForget911'",NeverForget NeverForget911,63,2019.0,R
71679,3,"b'#ssn784 is the first of the Block III boats authorized by Congress in 2008, proud to have worked to include 2 sub build rate in first term'",ssn784,0,2014.0,D
541412,37,"b'It\xe2\x80\x99s been more than three months since @HouseDemocrats passed the #HeroesAct. Frontline workers, small businesses, and families are struggling through no fault of their own. It\xe2\x80\x99s time for President Trump and Republican Senators to take action to stop this suffering.'",HeroesAct,9,,D
115055,0,"b'ICYMI: This is what @HouseGOP did in January. We have said #Yes2Energy, our #Vets, and #MainStreetAmerica  http://t.co/63bjowlfzm'",Yes2Energy Vets MainStreetAmerica,3,2015.0,R
350712,19,b'His attack on the postal service and on voting by mail is an affront to those who put their lives on the line for our national security. #DontMessWithUSPS',DontMessWithUSPS,4,,D
69489,23,"b'To celebrate #SmallBusinessWeek I toured Jack\xe2\x80\x99s Plastic Welding, local small business that manufactures outdoor recreation products built from PVC coated fabrics. \nin Aztec. https://t.co/KuKTpVCmf4'",SmallBusinessWeek,11,2018.0,D
305178,56,b'The Senate has reached a deal to #RenewUI- http://t.co/SI2Vi8Kvwt',RenewUI,57,2014.0,D
240864,1,b'Make your voice heard &amp; help @NCCourts at a public hearing or online before Aug 31. https://t.co/Ckn4SQUxll #NCCALJ https://t.co/Jt4zQmaZYN',NCCALJ,2,2016.0,R
557421,15,"b'#Coronavirus remains a serious health concern. I urge everyone to practice good hygiene to help stop the spread. Wash your hands (20 seconds!), cover your mouth when you cough, and stay home when sick. Stay well! https://t.co/lk4TXgc7Rt'",Coronavirus,7,2020.0,D
64965,0,"b'On his tour of the country #4jobs, I invited @BarackObama to visit the #Valley, where we have double-digit unemployment http://t.co/D9iCPNR'",4jobs Valley,0,2011.0,R
124749,5,b'Proud 2 join @BilldeBlasio today in signing #p2agenda There is a hunger for a genuine progressive agenda http://t.co/yuGpSfBOBT',p2agenda,9,2015.0,D
472384,3,"b""Officials at #HinesVA got bonuses at the expense of #veterans' healthcare. Who will be fired? https://t.co/rLXU6N9Mix""",HinesVA veterans,5,2016.0,R
44393,8,"b'Good luck to all athletes participating, and a big thanks to those volunteering! #SpecialOlympics #IL16\nhttps://t.co/6zOnV7RgLR'",SpecialOlympics IL16,1,2017.0,R
479990,2,b'Obama administration admits it inflated #Obamacare enrollment numbers - including in testimony to Congress @politico\nhttp://t.co/uTrt6pMTWn',Obamacare,5,2014.0,R
55579,2,"b'@FAONorthAmerica .@CoryBooker &amp; I have a bill that promotes sustainable farming by providing new funding dedicated to stewardship practices such as rotational grazing, improved fertilizer efficiency, and planting tens of millions of new acres of cover crops. #WFDchat https://t.co/XQxL9Ea6BJ'",WFDchat,1,,D
246757,0,"b'Mr. President, you don\xe2\x80\x99t have to act alone. Demand the Senate Democrats come back into session. #Immigration'",Immigration,1,2014.0,R
590486,1,b'Looking forward to seeing West Potomac grad and former constituent @AshWagner2010 compete in #Sochi2014 - http://t.co/F1W7ewZdZ0',Sochi2014,1,2014.0,D
534507,98,"b'Today we honor &amp; remember Dr. Martin Luther King Jr. and his legacy of peace. He transformed our nation for the better, and his stand for justice continues to inspire - moving us all forward. #MLKDay https://t.co/ubafRNtljn'",MLKDay,27,2018.0,R
351025,7,"b'We\'ve been waiting long enough. It\'s time to #RatifytheUSMCA\n\n""Mexico has signed, everyone is waiting on America. Encourage your legislators to get this signed. We need to get this done.""\n\nhttps://t.co/nZYtjxC9M8'",RatifytheUSMCA,2,2019.0,R
422059,1,b'.@EPA: #DoYourJob \n\nhttps://t.co/T0QAN76Fj3',DoYourJob,0,2016.0,R
428083,35,"b""President Trump's illegal attempts to push offshore drilling has been rightfully blocked by the courts. I will continue to fight here in Congress to ensure that offshore oil bans are permanent. #PeopleOverPolluters https://t.co/Z1mzyTbNYx""",PeopleOverPolluters,9,2019.0,D
417230,9,b'Thrilled that the #TREEAct\xe2\x80\x94a bill I introduced this month\xe2\x80\x94was passed by the House of Representatives!\nMore information on how this bill would reduce residential energy costs and improve air quality here:\nhttps://t.co/OtZN80kwhu',TREEAct,2,,D
344292,6,"b'Unbelievable. Well, from President Obama, this is believable. #nc03 #ncpol   https://t.co/1DDFRpp3bl'",nc03 ncpol,7,2016.0,R
267933,20,b'This is the longest government shutdown in history and our furloughed federal workers are paying the price. It\xe2\x80\x99s time for President Trump and Leader McConnell to re-open the government now! #EndTheShutdown https://t.co/230pVyBbx8',EndTheShutdown,10,2019.0,D
166012,23,"b'For the last 6 years, the #DACA program has successfully protected 800,000 young people from deportation. But this administration\xe2\x80\x99s decision to end the program one year ago left #Dreamers with uncertainty.'",DACA Dreamers,11,2018.0,D
266167,12,"b'Just met w/ Larry Wade of @VFWPA to discuss how we can better serve our veterans in PA. Veterans deserve affordable &amp; accessible health care, assistance w/transitioning to civilian life, and more. I look forward to working w/ Larry to better support the #PA06 veteran community. https://t.co/e1bq4MBaah'",PA06,1,2019.0,D
349296,0,b'Thanks to @Rep_Albio_Sires for standing with me on #campaignfinancereform by supporting the #OPENAct view it here: http://t.co/KWBGxqzXp8',campaignfinancereform OPENAct,0,2013.0,D
523244,0,b'http://yfrog.com/h3s90lij live tweeting for #askdems',askdems,2,2011.0,D
178163,2,b'I remain proud that my amendment to the CHAMPION Act will provide $25 million in additional funding to allow community health centers to participate in the National Institute of Health\xe2\x80\x99s \xe2\x80\x9cAll of Us\xe2\x80\x9d Research Program. #NIH #AllOfUs',NIH AllOfUs,1,2018.0,D
516240,4,b'Joined @SenBobCorker &amp; @SenatorCardin on #ElectrifyAfrica Act to bring electricity to nearly 600 million #Africans: http://t.co/jqNs2Uu3cF',ElectrifyAfrica Africans,4,2015.0,R
99583,3,b'Let the @ForestService know what you think by commenting on photo proposal here until Nov. 3rd: http://t.co/QCDUPvwJdb #PulltheRule',PulltheRule,11,2014.0,R
91825,17,b'U.S. taxpayers should not be subsidizing Russia\xe2\x80\x99s nuclear weapons modernization. #tcot http://t.co/jHlc7IP3tS',tcot,28,2015.0,R
574975,3,b'The @IRSnews has started sending out economic impact payments from the #CARESAct. You can track the status of your payment here: https://t.co/LpBEuKdIEh',CARESAct,8,2020.0,D
429385,27,"b""Right now: I'm on the phone with @KUOWRadke talking about the impeachment inquiry and this week's upcoming hearings. Tune into KUOW's #TheRecord to hear the discussion.""",TheRecord,6,2019.0,D
180147,0,"b'The 2017 Congressional Art Competition is here, &amp; it\xe2\x80\x99s YOUR choice who wins the People\xe2\x80\x99s Choice Award for #GA08. https://t.co/bdjF4e8hkg'",GA08,0,2017.0,R
196165,7,b'#AIRR Act will hand our air traffic system over to a corporate board dominated by private interests.  #DoNotPrivatizeOurSkies',AIRR DoNotPrivatizeOurSkies,10,2016.0,D
522821,1,"b""The only #Tiffany stained glass windows specifically commissioned for American art museum &amp; they'll be restored by a #GreatBarrington native https://t.co/X0wAgs0OHw""",Tiffany GreatBarrington,1,2016.0,D
443830,9,b'Last night\xe2\x80\x99s decision to double down on bigotry comes from the White  House despite federal court rulings that deemed the #transgendermilitaryban unconstitutional. https://t.co/rBfFeo7o3p',transgendermilitaryban,4,2018.0,D
449867,2,b'Obama issued a VETO threat against the House bill that LEGALLY amends the law to allow Americans to keep their health plans #KeepYourPlan',KeepYourPlan,5,2013.0,R
88391,19,b'Tomorrow is Selection Sunday. In other words\xe2\x80\xa6 #MarchMadness is finally here! I\xe2\x80\x99m looking forward to watching LSU do what they do best: win games. #GeauxTigers',MarchMadness GeauxTigers,2,2019.0,R
5454,4,"b'Attorney General Barr is loyal to Donald Trump, not to our nation, and he has become increasingly defiant in the face of legitimate oversight authority vested in Congress. #DefendOurDemocracy https://t.co/6EZqaghfXl'",DefendOurDemocracy,2,2019.0,D
334544,0,"b""Robert's staff will be holding a Constituent Work Day in Henry County and Bedford City on Monday, July 25: http://t.co/E88hJ4u #Va5""",Va5,0,2011.0,R
527432,2,"b'Yesterday the House overwhelmingly passed my bill to protect churches, charities, &amp; other nonprofits from #IRS abuse https://t.co/1Qphylvkpp'",IRS,0,2016.0,R
556329,14,"b'So impressed with Audra Mulkern of @FemaleFarmers for her work documenting women in agriculture. Thank you for not only loaning my office a portrait of our mutual friend Linda, a proud #WA01 woman in agriculture, but also for bringing her with you to surprise me in D.C.! https://t.co/jgllewHfsp'",WA01,3,2019.0,D
139491,8,"b'Thanks to the local health leaders who shared their insights at my Hospital &amp; Clinic Roundtables in #Commerce! Their expert advice helps guide my fight for our community\xe2\x80\x99s #HealthCare needs, and to defend the gains in health care access and quality made possible by the #ACA. https://t.co/ygzDLDd3ou'",Commerce HealthCare ACA,5,2018.0,D
484649,191,"b""Another entrant into the left's progressive socialist clown-car heading toward election 2020. This one, though, has a particular agenda . . .  #tcot #FridayFeeling #election2020 #2020election #BlackFriday https://t.co/7awnRZjJTa https://t.co/Tm4GHBw0qq""",tcot FridayFeeling election2020 2020election BlackFriday,61,2019.0,R
580877,1,b'#SupportLatinoBusiness https://t.co/H9vq3XKsjV',SupportLatinoBusiness,0,2016.0,R
18046,15,b'Welcome to Baton Rouge @POTUS #LA02 https://t.co/5KzAMO9Jwt',LA02,15,2016.0,D
129953,0,b'Take a moment today to remember and thank all those who serve our country and protect our freedom #DDay',DDay,0,2011.0,R
305346,3,b'Talking w @SykesCharlie about #SchoolChoice and its potential to help children. http://t.co/b2BbTBNJp2',SchoolChoice,8,2015.0,R
415666,2,"b'HAPPY EASTER!!!  Come celebrate our ""Risen King"" @newspring today. The Resurrection...Our Savior is Alive!! #thebestisyettocome'",thebestisyettocome,1,2014.0,R
464398,1,"b'Allowing the IRS to enforce #Obamacare opens the door to more abuse, targeting and\nharassment of Americans. #stoptheIRS'",Obamacare stoptheIRS,10,2013.0,R
220141,2,b'#BackToSchool may not be as easy as it seems for many #immigrant families. Read my piece to learn how: https://t.co/qrD7eFp6xx',BackToSchool immigrant,3,2016.0,D
58143,23,"b""Imagine your city without transportation workers. It's impossible.\n\nWe need to keep these essential men and women safe if we want to reopen with care.\n\nThe #Heroes Act provides $15.75B to ensure those working in transit are protected with PPE. They are worth it. https://t.co/PX3PyKwsKq""",Heroes,11,2020.0,D
289385,0,b'Im meeting with Taiwanese business leaders on #CapitolHill to discuss the ways they are seeking to\xe2\x80\xa6 http://t.co/79BcBMXRgZ',CapitolHill,1,2014.0,D
260430,1815,"b'For 5+ years we pressed #Russia to comply with the #INFTreaty. Russia remains in material breach, and is fielding illegal missiles. Time has run out. Tomorrow, the United States will suspend its INF obligations and notify all Parties of U.S. intent to withdraw in six months. https://t.co/qDLbKyGYF5'",Russia INFTreaty,599,2019.0,R
345982,138,"b'I spent the morning with future doctors, nurses, and medical researchers at the @TeamBMWC Youth Summit. America needs more black and brown men and women in the medical field. #TeamBMWC https://t.co/MNw3djAgnF'",TeamBMWC,40,2020.0,D
